feature_set,n_trees,max_depth_cfg,max_features,internal_nodes,leaves,max_depth,features_used,n_features_used,test_accuracy,test_f1,test_recall,test_precision,test_fpr,test_fp,test_fn,train_accuracy,cycles_per_frame,latency_us_at_100mhz
timing,3,2,sqrt,6,9,2,"dt_ratio_q6,dt_bus,pl_popcount,id_rate",4,0.9999992838297348,0.9999972279588075,0.9999944559329833,1.0,0.0,0,1,1.0,6,0.06
timing,3,2,all,3,6,1,dt_ratio_q6,1,1.0,1.0,1.0,1.0,0.0,0,0,1.0,5,0.05
timing,3,3,sqrt,8,11,3,"dt_id_dev,dt_ratio_q6,dt_bus,pl_popcount,id_rate",5,0.9999992838297348,0.9999972279588075,0.9999944559329833,1.0,0.0,0,1,0.9999992838297348,7,0.07
timing,3,3,all,3,6,1,dt_ratio_q6,1,1.0,1.0,1.0,1.0,0.0,0,0,1.0,5,0.05
timing,3,4,sqrt,8,11,3,"dt_id_dev,dt_ratio_q6,dt_bus,pl_popcount,id_rate",5,0.9999992838297348,0.9999972279588075,0.9999944559329833,1.0,0.0,0,1,0.9999992838297348,7,0.07
timing,3,4,all,3,6,1,dt_ratio_q6,1,1.0,1.0,1.0,1.0,0.0,0,0,1.0,5,0.05
timing,3,5,sqrt,8,11,3,"dt_id_dev,dt_ratio_q6,dt_bus,pl_popcount,id_rate",5,0.9999992838297348,0.9999972279588075,0.9999944559329833,1.0,0.0,0,1,0.9999992838297348,7,0.07
timing,3,5,all,3,6,1,dt_ratio_q6,1,1.0,1.0,1.0,1.0,0.0,0,0,1.0,5,0.05
timing,3,6,sqrt,8,11,3,"dt_id_dev,dt_ratio_q6,dt_bus,pl_popcount,id_rate",5,0.9999992838297348,0.9999972279588075,0.9999944559329833,1.0,0.0,0,1,0.9999992838297348,7,0.07
timing,3,6,all,3,6,1,dt_ratio_q6,1,1.0,1.0,1.0,1.0,0.0,0,0,1.0,5,0.05
timing,3,8,sqrt,8,11,3,"dt_id_dev,dt_ratio_q6,dt_bus,pl_popcount,id_rate",5,0.9999992838297348,0.9999972279588075,0.9999944559329833,1.0,0.0,0,1,0.9999992838297348,7,0.07
timing,3,8,all,3,6,1,dt_ratio_q6,1,1.0,1.0,1.0,1.0,0.0,0,0,1.0,5,0.05
timing,5,2,sqrt,11,16,2,"dt_id,dt_ratio_q6,hd,dt_bus,pl_popcount,id_rate",6,0.9999992838297348,0.9999972279588075,0.9999944559329833,1.0,0.0,0,1,0.9999992838297348,6,0.06
